date,location_id,latitude,longitude,city,region,year,month,day,day_of_week,is_weekend,is_holiday,temperature,gdp_growth,inflation_rate,workforce_demand,demand_lag_1,demand_lag_7,demand_lag_30,demand_rolling_7,demand_rolling_30,demand_rolling_90,quarter,week_of_year,days_from_start,temp_season_interaction,region_season_interaction,gdp_ma_30,inflation_ma_30,distance_from_delhi,business_count,traffic_density,avg_speed_kmph,population_density,avg_income,employment_rate,business_per_1k_population,economic_activity_index,accessibility_score,location_encoded,city_encoded,region_encoded
2024-05-03,LOC_003,13.0827,80.2707,Chennai,South,2024,5,3,4,0,0,38.9,0.059,0.033,26,16.0,49.0,23.0,23.142857142857142,25.833333333333332,24.244444444444444,2,18,853,194.5,10,0.06045,0.04126666666666667,1755.7973632686203,342,0.4135566863566172,33,26903,38000,0.65,12.71,84.47,0.277,2,2,2
2024-05-04,LOC_003,13.0827,80.2707,Chennai,South,2024,5,4,5,1,0,43.8,0.0641,0.0379,20,26.0,19.0,30.0,23.285714285714285,25.5,24.322222222222223,2,18,854,219.0,10,0.06047,0.041253333333333336,1755.7973632686203,355,0.3876930689225905,34,26903,38000,0.65,13.2,87.68,0.256,2,2,2
2024-05-05,LOC_003,13.0827,80.2707,Chennai,South,2024,5,5,6,1,0,35.3,0.0645,0.0454,13,20.0,17.0,29.0,22.714285714285715,24.966666666666665,24.244444444444444,2,18,855,176.5,10,0.060386666666666665,0.041299999999999996,1755.7973632686203,360,0.7308627633401812,20,26903,38000,0.65,13.38,88.92,0.585,2,2,2
2024-05-06,LOC_003,13.0827,80.2707,Chennai,South,2024,5,6,0,0,0,40.4,0.0671,0.0425,28,13.0,35.0,20.0,21.714285714285715,25.233333333333334,24.266666666666666,2,19,856,202.0,10,0.06097,0.041306666666666665,1755.7973632686203,425,0.6226357186354083,25,26903,38000,0.65,15.8,104.98,0.467,2,2,2
2024-05-07,LOC_003,13.0827,80.2707,Chennai,South,2024,5,7,1,0,0,38.5,0.0515,0.0401,23,28.0,26.0,18.0,21.285714285714285,25.4,24.255555555555556,2,19,857,192.5,10,0.06012666666666667,0.04119,1755.7973632686203,355,0.5320968897460963,28,26903,38000,0.65,13.2,87.68,0.383,2,2,2
2024-05-08,LOC_003,13.0827,80.2707,Chennai,South,2024,5,8,2,0,0,43.0,0.0469,0.0424,28,23.0,23.0,33.0,22.0,25.233333333333334,24.266666666666666,2,19,858,215.0,10,0.05996,0.04128,1755.7973632686203,383,0.7375778469058778,20,26903,38000,0.65,14.24,94.6,0.59,2,2,2
2024-05-09,LOC_003,13.0827,80.2707,Chennai,South,2024,5,9,3,0,0,40.3,0.0683,0.0429,34,28.0,16.0,22.0,24.571428571428573,25.633333333333333,24.377777777777776,2,19,859,201.5,10,0.05997333333333333,0.04129,1755.7973632686203,405,0.6992991342944717,22,26903,38000,0.65,15.05,100.04,0.545,2,2,2
2024-05-10,LOC_003,13.0827,80.2707,Chennai,South,2024,5,10,4,0,0,34.7,0.0461,0.04,33,34.0,26.0,33.0,25.571428571428573,25.633333333333333,24.644444444444446,2,19,860,173.5,10,0.059313333333333336,0.04151,1755.7973632686203,357,0.7005969428059073,21,26903,38000,0.65,13.27,88.18,0.553,2,2,2
2024-05-11,LOC_003,13.0827,80.2707,Chennai,South,2024,5,11,5,1,0,41.7,0.0722,0.0378,10,33.0,20.0,26.0,24.142857142857142,25.1,24.522222222222222,2,19,861,208.5,10,0.059500000000000004,0.0414,1755.7973632686203,408,0.7745807296740961,19,26903,38000,0.65,15.17,100.78,0.627,2,2,2
2024-05-12,LOC_003,13.0827,80.2707,Chennai,South,2024,5,12,6,1,0,37.8,0.0605,0.0406,17,10.0,13.0,34.0,24.714285714285715,24.533333333333335,24.455555555555556,2,19,862,189.0,10,0.05928,0.04139333333333333,1755.7973632686203,382,0.5093086891067985,29,26903,38000,0.65,14.2,94.35,0.362,2,2,2
2024-05-13,LOC_003,13.0827,80.2707,Chennai,South,2024,5,13,0,0,0,37.5,0.0694,0.0422,29,17.0,28.0,12.0,24.857142857142858,25.1,24.488888888888887,2,20,863,187.5,10,0.05964333333333333,0.04128,1755.7973632686203,421,0.863976837399808,15,26903,38000,0.65,15.65,103.99,0.734,2,2,2
2024-05-14,LOC_003,13.0827,80.2707,Chennai,South,2024,5,14,1,0,0,42.0,0.0464,0.0395,23,29.0,23.0,20.0,24.857142857142858,25.2,24.488888888888887,2,20,864,210.0,10,0.05923666666666667,0.04092666666666667,1755.7973632686203,341,0.48286916901245674,30,26903,38000,0.65,12.68,84.23,0.338,2,2,2
2024-05-15,LOC_003,13.0827,80.2707,Chennai,South,2024,5,15,2,0,1,35.8,0.0631,0.0427,47,23.0,28.0,40.0,27.571428571428573,25.433333333333334,24.58888888888889,2,20,865,179.0,10,0.05917666666666667,0.04089,1755.7973632686203,417,0.785528015745697,18,26903,38000,0.65,15.5,103.0,0.644,2,2,2
2024-05-16,LOC_003,13.0827,80.2707,Chennai,South,2024,5,16,3,0,0,37.8,0.0584,0.0372,22,47.0,34.0,24.0,25.857142857142858,25.366666666666667,24.544444444444444,2,20,866,189.0,10,0.05923333333333334,0.040676666666666667,1755.7973632686203,397,0.8398200522273485,16,26903,38000,0.65,14.76,98.06,0.705,2,2,2
2024-05-17,LOC_003,13.0827,80.2707,Chennai,South,2024,5,17,4,0,0,35.7,0.07,0.038,39,22.0,33.0,27.0,26.714285714285715,25.766666666666666,24.8,2,20,867,178.5,10,0.05982,0.04074666666666667,1755.7973632686203,335,0.5229680754590555,29,26903,38000,0.65,12.45,82.74,0.371,2,2,2
2024-05-18,LOC_003,13.0827,80.2707,Chennai,South,2024,5,18,5,1,0,38.3,0.0665,0.0446,14,39.0,10.0,31.0,27.285714285714285,25.2,24.766666666666666,2,20,868,191.5,10,0.05994,0.04095,1755.7973632686203,379,0.3801252047225515,34,26903,38000,0.65,14.09,93.61,0.251,2,2,2
2024-05-19,LOC_003,13.0827,80.2707,Chennai,South,2024,5,19,6,1,0,46.8,0.0625,0.0367,24,14.0,17.0,31.0,28.285714285714285,24.966666666666665,24.766666666666666,2,20,869,234.0,10,0.06007,0.040709999999999996,1755.7973632686203,334,0.7019656496190227,21,26903,38000,0.65,12.41,82.5,0.555,2,2,2
2024-05-20,LOC_003,13.0827,80.2707,Chennai,South,2024,5,20,0,0,0,37.2,0.0693,0.0335,29,24.0,29.0,23.0,28.285714285714285,25.166666666666668,24.833333333333332,2,21,870,186.0,10,0.05972666666666667,0.040440000000000004,1755.7973632686203,339,0.6428464057646723,24,26903,38000,0.65,12.6,83.73,0.489,2,2,2
2024-05-21,LOC_003,13.0827,80.2707,Chennai,South,2024,5,21,1,0,0,40.6,0.0432,0.0365,39,29.0,23.0,15.0,30.571428571428573,25.966666666666665,25.044444444444444,2,21,871,203.0,10,0.05929333333333333,0.04025,1755.7973632686203,404,0.7317459187479801,20,26903,38000,0.65,15.02,99.79,0.585,2,2,2
2024-05-22,LOC_003,13.0827,80.2707,Chennai,South,2024,5,22,2,0,0,41.5,0.0473,0.0436,31,39.0,47.0,26.0,28.285714285714285,26.133333333333333,25.144444444444446,2,21,872,207.5,10,0.059173333333333335,0.040203333333333334,1755.7973632686203,398,0.8353044783343055,16,26903,38000,0.65,14.79,98.31,0.702,2,2,2
2024-05-23,LOC_003,13.0827,80.2707,Chennai,South,2024,5,23,3,0,0,37.7,0.0711,0.0372,16,31.0,22.0,20.0,27.428571428571427,26.0,25.022222222222222,2,21,873,188.5,10,0.05942,0.039843333333333335,1755.7973632686203,345,0.7471858350489031,20,26903,38000,0.65,12.82,85.22,0.598,2,2,2
2024-05-24,LOC_003,13.0827,80.2707,Chennai,South,2024,5,24,4,0,0,38.4,0.054,0.0431,18,16.0,39.0,25.0,24.428571428571427,25.766666666666666,25.044444444444444,2,21,874,192.0,10,0.05886333333333334,0.039810000000000005,1755.7973632686203,362,0.8991134404800818,14,26903,38000,0.65,13.46,89.41,0.773,2,2,2
2024-05-25,LOC_003,13.0827,80.2707,Chennai,South,2024,5,25,5,1,0,35.7,0.0398,0.0408,15,18.0,14.0,25.0,24.571428571428573,25.433333333333334,25.055555555555557,2,21,875,178.5,10,0.05892666666666667,0.039880000000000006,1755.7973632686203,398,0.8835808623938426,14,26903,38000,0.65,14.79,98.31,0.76,2,2,2
2024-05-26,LOC_003,13.0827,80.2707,Chennai,South,2024,5,26,6,1,1,34.4,0.0619,0.0451,27,15.0,24.0,49.0,25.0,24.7,24.966666666666665,2,21,876,172.0,10,0.058756666666666665,0.040209999999999996,1755.7973632686203,369,0.5603713282609031,27,26903,38000,0.65,13.72,91.14,0.409,2,2,2
2024-05-27,LOC_003,13.0827,80.2707,Chennai,South,2024,5,27,0,0,0,38.8,0.0627,0.034,25,27.0,29.0,19.0,24.428571428571427,24.9,24.933333333333334,2,22,877,194.0,10,0.05906666666666667,0.03998,1755.7973632686203,396,0.7409384556617287,20,26903,38000,0.65,14.72,97.81,0.593,2,2,2
2024-05-28,LOC_003,13.0827,80.2707,Chennai,South,2024,5,28,1,0,0,36.6,0.0666,0.0438,37,25.0,39.0,17.0,24.142857142857142,25.566666666666666,25.044444444444444,2,22,878,183.0,10,0.059206666666666664,0.04009666666666667,1755.7973632686203,404,0.5751378526204385,26,26903,38000,0.65,15.02,99.79,0.426,2,2,2
2024-05-29,LOC_003,13.0827,80.2707,Chennai,South,2024,5,29,2,0,0,39.8,0.0625,0.0329,26,37.0,31.0,35.0,23.428571428571427,25.266666666666666,25.08888888888889,2,22,879,199.0,10,0.059519999999999997,0.03987333333333333,1755.7973632686203,339,0.7447389003638167,20,26903,38000,0.65,12.6,83.73,0.596,2,2,2
2024-05-30,LOC_003,13.0827,80.2707,Chennai,South,2024,5,30,3,0,0,36.2,0.0554,0.0335,25,26.0,16.0,26.0,24.714285714285715,25.233333333333334,25.011111111111113,2,22,880,181.0,10,0.058526666666666664,0.039593333333333335,1755.7973632686203,401,0.47990960762812646,30,26903,38000,0.65,14.91,99.05,0.336,2,2,2
2024-05-31,LOC_003,13.0827,80.2707,Chennai,South,2024,5,31,4,0,0,42.8,0.0698,0.0464,32,25.0,18.0,23.0,26.714285714285715,25.533333333333335,25.2,2,22,881,214.0,10,0.05949666666666666,0.03986,1755.7973632686203,335,0.6295559888003788,24,26903,38000,0.65,12.45,82.74,0.478,2,2,2
2024-06-01,LOC_003,13.0827,80.2707,Chennai,South,2024,6,1,5,1,1,38.1,0.0522,0.0432,26,32.0,15.0,16.0,28.285714285714285,25.866666666666667,25.27777777777778,2,22,882,228.60000000000002,12,0.059743333333333336,0.03990333333333333,1755.7973632686203,422,0.7191807517326958,21,26903,38000,0.65,15.69,104.23,0.568,2,2,2
2024-06-02,LOC_003,13.0827,80.2707,Chennai,South,2024,6,2,6,1,0,39.8,0.073,0.042,19,26.0,27.0,26.0,27.142857142857142,25.633333333333333,25.166666666666668,2,22,883,238.79999999999998,12,0.06021000000000001,0.040203333333333334,1755.7973632686203,415,0.5105550903344646,29,26903,38000,0.65,15.43,102.5,0.362,2,2,2
2024-06-03,LOC_003,13.0827,80.2707,Chennai,South,2024,6,3,0,0,0,38.0,0.0668,0.0452,22,19.0,25.0,20.0,26.714285714285715,25.7,25.033333333333335,2,23,884,228.0,12,0.060300000000000006,0.040446666666666665,1755.7973632686203,412,0.6363114100366213,24,26903,38000,0.65,15.31,101.76,0.484,2,2,2
2024-06-04,LOC_003,13.0827,80.2707,Chennai,South,2024,6,4,1,0,0,45.7,0.0764,0.0422,29,22.0,37.0,13.0,25.571428571428573,26.233333333333334,25.133333333333333,2,23,885,274.20000000000005,12,0.06069666666666666,0.04034,1755.7973632686203,416,0.6739146507278231,23,26903,38000,0.65,15.46,102.75,0.519,2,2,2
2024-06-05,LOC_003,13.0827,80.2707,Chennai,South,2024,6,5,2,0,0,36.1,0.0561,0.0438,22,29.0,26.0,28.0,25.0,26.033333333333335,25.133333333333333,2,23,886,216.60000000000002,12,0.060329999999999995,0.040383333333333334,1755.7973632686203,406,0.4549014167867145,31,26903,38000,0.65,15.09,100.28,0.314,2,2,2
2024-06-06,LOC_003,13.0827,80.2707,Chennai,South,2024,6,6,3,0,0,41.3,0.0717,0.0388,36,22.0,25.0,23.0,26.571428571428573,26.466666666666665,25.18888888888889,2,23,887,247.79999999999998,12,0.06100333333333333,0.04034,1755.7973632686203,407,0.6069502353535403,25,26903,38000,0.65,15.13,100.53,0.455,2,2,2
2024-06-07,LOC_003,13.0827,80.2707,Chennai,South,2024,6,7,4,0,0,42.5,0.0402,0.0379,30,36.0,32.0,28.0,26.285714285714285,26.533333333333335,25.333333333333332,2,23,888,255.0,12,0.06078000000000001,0.04019,1755.7973632686203,336,0.711515533951592,21,26903,38000,0.65,12.49,82.99,0.562,2,2,2
2024-06-08,LOC_003,13.0827,80.2707,Chennai,South,2024,6,8,5,1,0,40.8,0.048,0.0278,22,30.0,26.0,34.0,25.714285714285715,26.133333333333333,25.42222222222222,2,23,889,244.79999999999998,12,0.060103333333333335,0.03968666666666667,1755.7973632686203,378,0.46457471080834195,31,26903,38000,0.65,14.05,93.37,0.321,2,2,2
2024-06-09,LOC_003,13.0827,80.2707,Chennai,South,2024,6,9,6,1,0,39.8,0.0512,0.0407,17,22.0,19.0,33.0,25.428571428571427,25.6,25.322222222222223,2,23,890,238.79999999999998,12,0.06027333333333333,0.03971,1755.7973632686203,340,0.743839249332896,20,26903,38000,0.65,12.64,83.98,0.595,2,2,2
2024-06-10,LOC_003,13.0827,80.2707,Chennai,South,2024,6,10,0,0,0,42.0,0.0364,0.0334,29,17.0,22.0,10.0,26.428571428571427,26.233333333333334,25.433333333333334,2,24,891,252.0,12,0.05908,0.03956333333333333,1755.7973632686203,418,0.3560340613410165,35,26903,38000,0.65,15.54,103.25,0.231,2,2,2
2024-06-11,LOC_003,13.0827,80.2707,Chennai,South,2024,6,11,1,0,0,41.7,0.0649,0.0424,25,29.0,29.0,17.0,25.857142857142858,26.5,25.433333333333334,2,24,892,250.20000000000002,12,0.059226666666666664,0.03962333333333334,1755.7973632686203,353,0.8568146127641556,15,26903,38000,0.65,13.12,87.19,0.728,2,2,2
2024-06-12,LOC_003,13.0827,80.2707,Chennai,South,2024,6,12,2,0,0,39.0,0.0527,0.0438,24,25.0,22.0,29.0,26.142857142857142,26.333333333333332,25.5,2,24,893,234.0,12,0.05867,0.03967666666666667,1755.7973632686203,380,0.5177080359335733,29,26903,38000,0.65,14.12,93.86,0.368,2,2,2
2024-06-13,LOC_003,13.0827,80.2707,Chennai,South,2024,6,13,3,0,0,42.6,0.0621,0.0398,22,24.0,36.0,23.0,24.142857142857142,26.3,25.288888888888888,2,24,894,255.60000000000002,12,0.059193333333333334,0.03968666666666666,1755.7973632686203,351,0.4154952510218319,33,26903,38000,0.65,13.05,86.7,0.278,2,2,2
2024-06-14,LOC_003,13.0827,80.2707,Chennai,South,2024,6,14,4,0,0,35.9,0.0535,0.0383,23,22.0,30.0,47.0,23.142857142857142,25.5,25.266666666666666,2,24,895,215.39999999999998,12,0.05887333333333333,0.03954,1755.7973632686203,373,0.46870252274872937,31,26903,38000,0.65,13.86,92.13,0.323,2,2,2
2024-06-15,LOC_003,13.0827,80.2707,Chennai,South,2024,6,15,5,1,1,39.4,0.0692,0.0428,15,23.0,22.0,22.0,22.142857142857142,25.266666666666666,25.266666666666666,2,24,896,236.39999999999998,12,0.05923333333333333,0.03972666666666667,1755.7973632686203,387,0.8932389804345793,14,26903,38000,0.65,14.39,95.59,0.768,2,2,2
2024-06-16,LOC_003,13.0827,80.2707,Chennai,South,2024,6,16,6,1,0,40.1,0.0544,0.0407,17,15.0,17.0,39.0,22.142857142857142,24.533333333333335,25.18888888888889,2,24,897,240.60000000000002,12,0.05871333333333333,0.039816666666666674,1755.7973632686203,403,0.7365205072733856,20,26903,38000,0.65,14.98,99.54,0.589,2,2,2
2024-06-17,LOC_003,13.0827,80.2707,Chennai,South,2024,6,17,0,0,0,42.9,0.0652,0.0375,35,17.0,29.0,14.0,23.0,25.233333333333334,25.244444444444444,2,25,898,257.4,12,0.05867,0.03958,1755.7973632686203,418,0.5756276424921823,26,26903,38000,0.65,15.54,103.25,0.426,2,2,2
2024-06-18,LOC_003,13.0827,80.2707,Chennai,South,2024,6,18,1,0,0,34.9,0.0575,0.0429,30,35.0,25.0,24.0,23.714285714285715,25.433333333333334,25.31111111111111,2,25,899,209.39999999999998,12,0.05850333333333334,0.03978666666666667,1755.7973632686203,367,0.6875646457661212,22,26903,38000,0.65,13.64,90.65,0.536,2,2,2
2024-06-19,LOC_003,13.0827,80.2707,Chennai,South,2024,6,19,2,0,0,42.0,0.0629,0.039,30,30.0,24.0,29.0,24.571428571428573,25.466666666666665,25.4,2,25,900,252.0,12,0.058289999999999995,0.03997,1755.7973632686203,371,0.5787782170872847,26,26903,38000,0.65,13.79,91.64,0.428,2,2,2
2024-06-20,LOC_003,13.0827,80.2707,Chennai,South,2024,6,20,3,0,0,37.1,0.0516,0.0403,29,30.0,22.0,39.0,25.571428571428573,25.133333333333333,25.488888888888887,2,25,901,222.60000000000002,12,0.058570000000000004,0.04009666666666667,1755.7973632686203,336,0.6139319924731345,25,26903,38000,0.65,12.49,82.99,0.46,2,2,2
2024-06-21,LOC_003,13.0827,80.2707,Chennai,South,2024,6,21,4,0,0,34.5,0.0646,0.0439,27,29.0,23.0,31.0,26.142857142857142,25.0,25.57777777777778,2,25,902,207.0,12,0.05914666666666667,0.040106666666666665,1755.7973632686203,389,0.7211670510112247,21,26903,38000,0.65,14.46,96.08,0.57,2,2,2
2024-06-22,LOC_003,13.0827,80.2707,Chennai,South,2024,6,22,5,1,0,47.1,0.0532,0.0382,18,27.0,15.0,16.0,26.571428571428573,25.066666666666666,25.61111111111111,2,25,903,282.6,12,0.05855,0.04014,1755.7973632686203,392,0.5753271066392058,26,26903,38000,0.65,14.57,96.82,0.426,2,2,2
2024-06-23,LOC_003,13.0827,80.2707,Chennai,South,2024,6,23,6,1,0,39.8,0.0567,0.033,17,18.0,17.0,18.0,26.571428571428573,25.033333333333335,25.477777777777778,2,25,904,238.79999999999998,12,0.05864,0.03980333333333333,1755.7973632686203,350,0.5866453314128595,26,26903,38000,0.65,13.01,86.45,0.434,2,2,2
2024-06-24,LOC_003,13.0827,80.2707,Chennai,South,2024,6,24,0,0,0,39.7,0.0723,0.051,24,17.0,35.0,15.0,25.0,25.333333333333332,25.455555555555556,2,26,905,238.20000000000002,12,0.05972333333333334,0.04014333333333333,1755.7973632686203,359,0.5506731832604688,27,26903,38000,0.65,13.34,88.67,0.402,2,2,2
2024-06-25,LOC_003,13.0827,80.2707,Chennai,South,2024,6,25,1,0,0,37.7,0.053,0.0392,33,24.0,30.0,27.0,25.428571428571427,25.533333333333335,25.566666666666666,2,26,906,226.20000000000002,12,0.05942666666666666,0.03994666666666667,1755.7973632686203,388,0.8177300064825257,17,26903,38000,0.65,14.42,95.84,0.679,2,2,2
2024-06-26,LOC_003,13.0827,80.2707,Chennai,South,2024,6,26,2,0,1,39.5,0.0467,0.0375,54,33.0,30.0,25.0,28.857142857142858,26.5,25.91111111111111,2,26,907,237.0,12,0.05889333333333333,0.04006333333333333,1755.7973632686203,367,0.5128939037838796,29,26903,38000,0.65,13.64,90.65,0.364,2,2,2
2024-06-27,LOC_003,13.0827,80.2707,Chennai,South,2024,6,27,3,0,0,42.1,0.058,0.0434,30,54.0,29.0,37.0,29.0,26.266666666666666,25.955555555555556,2,26,908,252.60000000000002,12,0.05860666666666667,0.04005,1755.7973632686203,387,0.8762753506158774,14,26903,38000,0.65,14.39,95.59,0.754,2,2,2
2024-06-28,LOC_003,13.0827,80.2707,Chennai,South,2024,6,28,4,0,0,40.3,0.0686,0.0358,14,30.0,27.0,26.0,27.142857142857142,25.866666666666667,25.866666666666667,2,26,909,241.79999999999998,12,0.05881,0.04014666666666667,1755.7973632686203,335,0.5698757667543463,27,26903,38000,0.65,12.45,82.74,0.416,2,2,2
2024-06-29,LOC_003,13.0827,80.2707,Chennai,South,2024,6,29,5,1,0,34.4,0.0759,0.0364,15,14.0,18.0,25.0,26.714285714285715,25.533333333333335,25.81111111111111,2,26,910,206.39999999999998,12,0.05949333333333333,0.04024333333333333,1755.7973632686203,416,0.42918478927436143,32,26903,38000,0.65,15.46,102.75,0.292,2,2,2
2024-06-30,LOC_003,13.0827,80.2707,Chennai,South,2024,6,30,6,1,0,41.8,0.0751,0.0392,19,15.0,17.0,32.0,27.0,25.1,25.488888888888887,2,26,911,250.79999999999998,12,0.05967,0.04000333333333333,1755.7973632686203,429,0.4683406550347044,31,26903,38000,0.65,15.95,105.96,0.323,2,2,2
2024-07-01,LOC_003,13.0827,80.2707,Chennai,South,2024,7,1,0,0,1,35.5,0.0728,0.0391,26,19.0,24.0,26.0,27.285714285714285,25.1,25.566666666666666,3,27,912,248.5,14,0.06035666666666666,0.03986666666666667,1755.7973632686203,403,0.5598384705547836,27,26903,38000,0.65,14.98,99.54,0.409,2,2,2
2024-07-02,LOC_003,13.0827,80.2707,Chennai,South,2024,7,2,1,0,0,30.4,0.0478,0.0443,16,26.0,33.0,19.0,24.857142857142858,25.0,25.488888888888887,3,27,913,212.79999999999998,14,0.05951666666666666,0.03994333333333333,1755.7973632686203,353,0.5581493259326138,27,26903,38000,0.65,13.12,87.19,0.407,2,2,2
2024-07-03,LOC_003,13.0827,80.2707,Chennai,South,2024,7,3,2,0,0,33.2,0.0528,0.0404,18,16.0,54.0,22.0,19.714285714285715,24.866666666666667,25.355555555555554,3,27,914,232.40000000000003,14,0.05905,0.03978333333333332,1755.7973632686203,425,0.3989742770065548,34,26903,38000,0.65,15.8,104.98,0.263,2,2,2
2024-07-04,LOC_003,13.0827,80.2707,Chennai,South,2024,7,4,3,0,0,34.2,0.0735,0.0477,18,18.0,30.0,29.0,18.0,24.5,25.233333333333334,3,27,915,239.40000000000003,14,0.05895333333333334,0.03996666666666667,1755.7973632686203,413,0.39316741772753266,34,26903,38000,0.65,15.35,102.01,0.259,2,2,2
2024-07-05,LOC_003,13.0827,80.2707,Chennai,South,2024,7,5,4,0,0,36.0,0.0522,0.0388,13,18.0,14.0,22.0,17.857142857142858,24.2,25.155555555555555,3,27,916,252.0,14,0.05882333333333334,0.039799999999999995,1755.7973632686203,413,0.722229647613029,21,26903,38000,0.65,15.35,102.01,0.571,2,2,2
2024-07-06,LOC_003,13.0827,80.2707,Chennai,South,2024,7,6,5,1,0,34.4,0.0623,0.0434,14,13.0,15.0,36.0,17.714285714285715,23.466666666666665,25.11111111111111,3,27,917,240.79999999999998,14,0.05850999999999999,0.039953333333333334,1755.7973632686203,392,0.8745698893318334,15,26903,38000,0.65,14.57,96.82,0.743,2,2,2
2024-07-07,LOC_003,13.0827,80.2707,Chennai,South,2024,7,7,6,1,0,33.1,0.0537,0.0328,14,14.0,19.0,30.0,17.0,22.933333333333334,24.9,3,27,918,231.70000000000002,14,0.05896,0.03978333333333333,1755.7973632686203,359,0.4017081357201879,33,26903,38000,0.65,13.34,88.67,0.269,2,2,2
2024-07-08,LOC_003,13.0827,80.2707,Chennai,South,2024,7,8,0,0,0,40.9,0.0521,0.034,16,14.0,26.0,22.0,15.571428571428571,22.733333333333334,24.833333333333332,3,28,919,286.3,14,0.059096666666666665,0.03999,1755.7973632686203,340,0.4941874133010099,30,26903,38000,0.65,12.64,83.98,0.346,2,2,2
2024-07-09,LOC_003,13.0827,80.2707,Chennai,South,2024,7,9,1,0,0,34.7,0.058,0.047,20,16.0,16.0,17.0,16.142857142857142,22.833333333333332,24.68888888888889,3,28,920,242.90000000000003,14,0.05932333333333333,0.0402,1755.7973632686203,407,0.6228370706095525,25,26903,38000,0.65,15.13,100.53,0.467,2,2,2
2024-07-10,LOC_003,13.0827,80.2707,Chennai,South,2024,7,10,2,0,0,33.4,0.0558,0.0375,21,20.0,18.0,29.0,16.571428571428573,22.566666666666666,24.633333333333333,3,28,921,233.79999999999998,14,0.059969999999999996,0.040336666666666667,1755.7973632686203,367,0.45593507458507365,31,26903,38000,0.65,13.64,90.65,0.315,2,2,2
2024-07-11,LOC_003,13.0827,80.2707,Chennai,South,2024,7,11,3,0,0,34.1,0.0421,0.0398,23,21.0,18.0,25.0,17.285714285714285,22.5,24.511111111111113,3,28,922,238.70000000000002,14,0.05921,0.04025,1755.7973632686203,336,0.7531691320912134,19,26903,38000,0.65,12.49,82.99,0.61,2,2,2
2024-07-12,LOC_003,13.0827,80.2707,Chennai,South,2024,7,12,4,0,0,41.6,0.0503,0.0392,13,23.0,13.0,24.0,17.285714285714285,22.133333333333333,24.522222222222222,3,28,923,291.2,14,0.05913,0.04009666666666666,1755.7973632686203,336,0.44279240667475217,32,26903,38000,0.65,12.49,82.99,0.301,2,2,2
2024-07-13,LOC_003,13.0827,80.2707,Chennai,South,2024,7,13,5,1,0,34.1,0.0571,0.0421,14,13.0,14.0,22.0,17.285714285714285,21.866666666666667,24.455555555555556,3,28,924,238.70000000000002,14,0.05896333333333333,0.04017333333333333,1755.7973632686203,376,0.3828288030038146,34,26903,38000,0.65,13.98,92.87,0.253,2,2,2
2024-07-14,LOC_003,13.0827,80.2707,Chennai,South,2024,7,14,6,1,0,37.3,0.0748,0.0348,18,14.0,14.0,23.0,17.857142857142858,21.7,24.211111111111112,3,28,925,261.09999999999997,14,0.059673333333333335,0.040056666666666664,1755.7973632686203,368,0.3075372293176155,37,26903,38000,0.65,13.68,90.9,0.194,2,2,2
2024-07-15,LOC_003,13.0827,80.2707,Chennai,South,2024,7,15,0,0,1,35.5,0.0635,0.0469,31,18.0,16.0,15.0,20.0,22.233333333333334,24.288888888888888,3,29,926,248.5,14,0.05948333333333333,0.04019333333333334,1755.7973632686203,331,0.3154396556487948,37,26903,38000,0.65,12.3,81.76,0.199,2,2,2
2024-07-16,LOC_003,13.0827,80.2707,Chennai,South,2024,7,16,1,0,0,33.8,0.0653,0.0311,18,31.0,20.0,17.0,19.714285714285715,22.266666666666666,24.18888888888889,3,29,927,236.59999999999997,14,0.059846666666666666,0.03987333333333333,1755.7973632686203,384,0.47158265938897714,31,26903,38000,0.65,14.27,94.85,0.325,2,2,2
2024-07-17,LOC_003,13.0827,80.2707,Chennai,South,2024,7,17,2,0,0,34.6,0.0508,0.0453,18,18.0,21.0,35.0,19.285714285714285,21.7,24.044444444444444,3,29,928,242.20000000000002,14,0.05936666666666667,0.04013333333333333,1755.7973632686203,406,0.5906391861997222,26,26903,38000,0.65,15.09,100.28,0.437,2,2,2
2024-07-18,LOC_003,13.0827,80.2707,Chennai,South,2024,7,18,3,0,0,34.6,0.0629,0.0468,15,18.0,23.0,30.0,18.142857142857142,21.2,23.866666666666667,3,29,929,242.20000000000002,14,0.059546666666666664,0.04026333333333333,1755.7973632686203,343,0.3095756254300303,37,26903,38000,0.65,12.75,84.72,0.195,2,2,2
2024-07-19,LOC_003,13.0827,80.2707,Chennai,South,2024,7,19,4,0,0,37.8,0.067,0.0406,19,15.0,13.0,30.0,19.0,20.833333333333332,23.822222222222223,3,29,930,264.59999999999997,14,0.05968333333333333,0.04031666666666667,1755.7973632686203,338,0.7425884007111467,20,26903,38000,0.65,12.56,83.49,0.594,2,2,2
2024-07-20,LOC_003,13.0827,80.2707,Chennai,South,2024,7,20,5,1,0,30.7,0.0611,0.0373,11,19.0,14.0,29.0,18.571428571428573,20.233333333333334,23.77777777777778,3,29,931,214.9,14,0.05999999999999999,0.040216666666666664,1755.7973632686203,364,0.5460935633448215,28,26903,38000,0.65,13.53,89.91,0.393,2,2,2
